articlesShortDescription,Date
Rio Tinto flagged concerns about a global economic slowdown on Wednesday as it logged a raft of production issues across its operations but said its iron ore production should be at the upper end of its expectations for the year.,2023-07-19 00:56:39
Rio Tinto flagged concerns about a global economic slowdown on Wednesday as it logged a raft of production issues across its operations but said its iron ore production should be at the upper end of its expectations for the year.,2023-07-19 00:56:39
"Brazilian miner Vale posted 6.3% growth in second-quarter iron ore production while sales lagged, the company announced in a securities filing on Tuesday.",2023-07-18 23:03:38
"Indian traders have been scooping up Chinese steel at a deep discount, industry officials and analysts said, spooking Indian producers ahead of a seasonal pick up in domestic demand.",2023-07-17 09:38:48
"China produced 91.11 million metric tons of crude steel in June, up 0.4% from the same period a year before, the statistics bureau said on Monday.",2023-07-17 02:06:10
"Japan and Saudi Arabia are expected to agree on joint investment to develop rare earth resources during Prime Minister Fumio Kishida's visit to the Middle East starting Sunday, Nikkei reported.",2023-07-15 03:22:25
"Vale has signed an agreement with heavy industrial parts maker Wabtec Corporation for a project that aims to decarbonize the miner's Carajas iron ore railway (EFC), the Brazilian miner said on Thursday.",2023-07-13 12:09:51
"Vale has signed an agreement with heavy industrial parts maker Wabtec Corporation for a project that aims to decarbonize the miner's Carajas iron ore railway (EFC), the Brazilian miner said on Thursday.",2023-07-13 12:09:51
"China's imports of iron ore climbed by 7.4% in June from a year before, customs data showed on Thursday, thanks to solid demand from domestic steelmakers.",2023-07-13 04:47:20
"China imported 95.52 million metric tons of iron ore in June, up 7.4% from the same month a year before, data from the country's General Administration of Customs showed on Thursday.",2023-07-13 04:15:29
Mining giants BHP Group and Vale faced off in a London court on Wednesday over who should accept legal and financial responsibility in a potential 36 billion pound ($44 billion) lawsuit stemming from Brazil's worst environmental disaster.,2023-07-12 11:59:17
"Brazilian miner Samarco will invest 1.3 billion reais ($263 million) to double its iron ore pellet output capacity to 18 million metric tons per year by the first quarter of 2025, Chief Executive Rodrigo Vilela told Reuters on Thursday.",2023-07-06 19:09:11
"Brazilian miner Samarco will invest 1.3 billion reais ($263.36 million) to double its output capacity of iron ore pellets to 18 million metric tons per year by the first quarter of 2025, Chief Executive Rodrigo Vilela told Reuters on Thursday.",2023-07-06 17:24:05
"Ukraine-focused miner Ferrexpo posted an 18% jump in second-quarter production from the previous quarter, buoyed by stable production from first pelletiser line and initial contribution from second line after resumption in February.",2023-07-06 07:17:26
Ukraine-focused miner Ferrexpo said on Thursday its second-quarter production recorded an uptick of 18% from previous quarter as improved power supply allowed the company to restart operations in its second pelletiser line.,2023-07-06 06:12:14
"India's finished steel purchases from China touched a six-year high in the first two months of the fiscal year beginning in April, according to provisional government data reviewed by Reuters, while its overall imports reached a three-year high.",2023-07-05 09:11:35
"An accident at an iron ore mine in northern China has raised concerns that Beijing could order wider safety checks on mines, disrupting domestic iron ore supply, said analysts on Monday.",2023-07-03 05:04:47
"Australia's exports of new energy metals are expected to rise in value above those of thermal coal, the polluting fuel that has been the mainstay of electricity generation across much of Asia.",2023-07-03 05:01:50
"Australian resource and energy exports climbed 9% to a record A$460 billion ($300 billion) in the financial year just ended, but are forecast to slide over the next two years as some energy prices have dropped back to levels last seen before Russia invaded Ukraine.",2023-07-02 15:06:19
"Targets, sponsors and mentoring can boost numbers, say experts",2023-06-30 01:35:18
"Australia's budget surplus for 2022/23 will be bigger than the A$4.2 billion ($2.81 billion) projected in the May budget but high inflation and global challenges will ""significantly slow"" the domestic economy, Treasurer Jim Chalmers said on Wednesday.",2023-06-28 00:10:52
"BHP Group announced plans to decarbonise its mining operations, outlining a process that may well serve as a template for the industry, but also shows how the reality is quite different from hope.",2023-06-27 05:09:56
"Commodity prices will have to rise to attract investment from ever more complex locations to meet the urgency of the energy transition, Anglo American CEO Duncan Wanblad said on Tuesday.",2023-06-27 02:24:53
"Australia's Fortescue Metals Group said on Tuesday that the Belinga iron ore project, located in the northeast of Gabon, is on track for first shipment by the end of this year.",2023-06-27 02:24:45
"Australian shares are on track to snap a four-session losing streak on Tuesday, with banks taking the lead, while investors awaited local inflation and retail sales data due later in the week for economic cues.",2023-06-27 01:27:35
The world's biggest iron ore miner Rio Tinto said on Wednesday that it had reopened a rail line at its Western Australian operations after a train carrying iron ore near the port of Dampier derailed at the weekend.,2023-06-21 03:17:07
Rio Tinto said on Wednesday that it had reopened a rail line near Dampier at its Western Australian iron ore operations after a train derailed at the weekend.,2023-06-21 02:01:22
"Saudi Arabia's Public Investment Fund (PIF) is emerging as the leading bidder to acquire a $2.5 billion stake in Brazilian miner Vale's nickel and copper operations, Bloomberg News reported on Tuesday.",2023-06-20 12:37:52
"Saudi Arabia's Public Investment Fund is emerging as the leading bidder to acquire a 10% stake in Vale's nickel and copper operations, Bloomberg News reported on Tuesday, citing people with knowledge of the matter.",2023-06-20 12:01:06
"Rio Tinto was working on Monday to recover about 30 wagons of a self-driving iron ore train that derailed in Western Australia, an accident that analysts said had the potential to disrupt its exports, although no one was injured.",2023-06-19 04:53:20
"Some of Australia's biggest companies, including miners, banks and retailers, are emerging as powerful sources of support for a campaign to recognise the country's Indigenous people in the constitution, a development that could sway the outcome of a referendum later this...",2023-06-16 01:04:31
"Some of Australia's biggest companies, including miners, banks and retailers, are emerging as powerful sources of support for a campaign to recognise the country's Indigenous people in the constitution, a development that could sway the outcome of a referendum later this...",2023-06-16 01:04:31
